W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,D<horizontal>,,,W,W,W,W,W,W,W,W,W,W,D<horizontal>,,,W,D<horizontal>,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,D<horizontal>,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,W
W,W,W,W,W,W,W,W,W,W,D<horizontal>,,,W,W,W,W,D<horizontal>,,,W,W,W,W,D<horizontal>,,,W,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,W
W,P<attic_x90_y170_fleft>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,W
W,P<attic_x90_y170_fleft>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,W
W,P<attic_x90_y170_fleft>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,W
W,P<attic_x90_y170_fleft>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,W
W,P<attic_x90_y170_fleft>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,D<horizontal>,,,W,W,D<horizontal>,,,W,W,D<horizontal>,,,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,D<horizontal>,,,W,W,W,,,,,,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,D<vertical>,,,,D<vertical>,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,D<vertical>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,D<horizontal>,,,W,W,D<horizontal>,,,W,W,D<horizontal>,,,W,W,W,W,W,W,W,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,,,,,,W,,,,,,W,,,,,,,W,,,,,,,,,,W,,,,,,,,,,,W,,,,W,,,,,,,,,,,W,,,,W
W,D<horizontal>,,,W,W,W,W,W,W,D<horizontal>,,,W,W,W,,,,,,W,D<horizontal>,,,W,W,W,W,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,W,W,W,W,W,W,W,D<horizontal>,,,W,W,,,,W
W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W
W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W
W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D<vertical>,,,,W
W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,W,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W
W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W
W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W
W,D<horizontal>,,,W,W,D<horizontal>,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,W,W,W,W,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,D<horizontal>,,,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,W
W,,,,,,,,,,W,,,,,,,,,,W,,,,,W,,,W,,,,,,,,,,W,,,W,,,,,,,,,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,W,,,,,,,,,,W,,,,,W,,,W,,,,,,,,,,W,,,W,,,,,,,,,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,W,,,,,,,,,,W,,,,,W,,,W,P<main-floor_x520_y595_fdown>,P<main-floor_x520_y595_fdown>,P<main-floor_x520_y595_fdown>,P<main-floor_x520_y595_fdown>,P<main-floor_x520_y595_fdown>,P<main-floor_x520_y595_fdown>,P<main-floor_x520_y595_fdown>,P<main-floor_x520_y595_fdown>,P<main-floor_x520_y595_fdown>,W,,,W,,,,,,,,,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,W,,,,,,,,,,W,,,,,W,,,W,W,W,W,W,W,W,W,W,W,W,,,W,,,,,,,,,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,W,,,,,,,,,,W,,,,,W,,,,,,,,,,,,,,,,W,,,,,,,,,,,,W,W,D<horizontal>,,,W,W,W,W,W,W,W,,,,W
W,,,,,,,,,,W,,,,,,,,,,W,,,,,W,,,,,,,,,,,,,,,,W,,,,,,,,,,,,W,,,,,,,,,,,W,,,,W
W,,,,,,,,,,D<vertical>,,,,,,,,,,D<vertical>,,,,,W,,,,,,,,,,,,,,,,W,,,,,,,,,,,,W,,,,,,,,,,,W,D<horizontal>,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,W,,,,,,,,,,,,D<vertical>,,,,,,,,,,,W,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,W,,,,W
W,,,,,,,,,,W,,,,,,,,,,W,,,,,W,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,W,,,,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
