W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,,,,,,,,P<second-floor_x55_y170_fright>,W,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,,,W,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,P<second-floor_x55_y170_fright>,W,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,,,W,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,P<second-floor_x55_y170_fright>,W,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,,,W,,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,,,,,P<second-floor_x55_y170_fright>,W,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,W,W,W,W,W,,,,W,,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,,,,,P<second-floor_x55_y170_fright>,W,,,,W,,,,,W,,,,W,,,,,W,,,,W,,,,W,,,,W,,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,W,W,W,W,W,W,,,,W,W,W,W,W,W,,,,W,W,W,W,W,W,,,,W,,,,W,,,,W,,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,W,,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,W,,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,W,W,W,W,W,W,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,W,,,,W,,,,W,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,W,,,,,W,,,,W,,,,,,,,,,,,,,W,,,,W,,,,W,,,,,,,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,W,,,,,W,,,,W,,,,,,,,,,,,,,W,,,,W,,,,W,,,,,,,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,W,W,W,W,W,W,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,W,,,,W,,,,,,,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W,W,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,W,W,W,W,W,,,,,,W,W,W,W,W,,,,,,W,W,W,W,W,,,,,,W,,,,W,,,,,,W,W,W,W,W,,,,,,W,W,W,W,W,,,,,,W,W,W,W,W,W,W,W
W,W,W,W,W,W,,,,,,W,W,W,W,W,,,,,,W,W,W,W,W,,,,,,W,,,,W,,,,,,W,W,,W,W,,,,,,W,W,W,W,W,,,,,,W,W,W,W,W,W,W,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,,,,W,,W,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,,,,W,,W,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,,,,W,,W,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,W,W,W,W,W,W,W,,,,W,,,,W,,,,,,,W,,W,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,W,,,,,,,,,,,,,W,,,,W,,,,,,W,,,,W,,,,W,,,,,,,W,,W,,,,,,,,W,W,W,D<horizontal>,,,W,W,W,W,W,W,W,W,W,W,W
W,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,W,W,W,W,W,W,W,,,,W,,,,W,,,,,,,W,,W,,,,,,,,W,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,,,,W,,W,,,,,,,,W,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,,,,W,,W,,,,,,,,W,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,W,,,,,,,W,,W,,,,,,,,W,,,,,,,,,,,,,,,,W
W,,,,W,W,W,W,W,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,W,,,,W,,,,,,,W,,W,,,,,,,,W,,,,,,,,,,,,,,,,W
W,,,,W,,,,W,,,W,,,,,,,,,,,,,,,,W,,,,W,,,,W,,,,,,,W,,W,,,,,,,,W,,,,,,,,,,,,,,,,W
W,,,,W,W,W,W,W,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,W,W,W,W,W,,,,,,,W,W,W,,,,,,,,W,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W
